c1c(cccc1)O/C(=C/C=C/OC)/C	N#CSCCOc1ccc(Oc2ccccc2)cc1	COc1ccc2ccccc2c1c1ccc(cc1)C(=O)c
c1(ccccn1)NC(C)C[C@H](O)CC	NC(=O)c1ccc(N[C@H]2C[C@H](O)[C@@H](CO)C2)nc1	OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)n1ccc(=O)[nH]c1=O
O=CO[C@H](C)C(=C)/C=C(/OCCC)\C(=C)OC	CCCOc1cc(ccc1OC)[C@]1(C)CNC(=O)O1	CCCc1cc(cc(OC)c1OC)C1=N[C@H](CO1)C(=O)NO
CN/C=C/C(=N\CN)/C=C/C/C=C(/N)\NN	CCNc1cc(nc(N)n1)c1ccc2c(N)[nH]nc2c1	Nc1ncnc2n(cnc12)c1ccc(cc1)C(=O)N
C(CO)N1CCN(CC1)/C=C(/C=N\C/C=C/C=C)\Cl	Cc1nc(nc(N2CCN(CCO)CC2)c1Cl)c1ccccn1	CN1CCN(CC1)c1cncc(c1)c1ccccc1c)ccc
NC1=NC/C(=C\C=C\n2c(cnc2/C=N/C=C\S)/C=C(/O)\C(=C)OC)/C(=N1)N	COc1cc2nc(c3nccs3)n(c3ccc4c(N)nc(N)nc4c3)c2cc1OC	COc1cc2ncc3c(N)nc(cc3c2cc1OC)n1ccnc1ccccccccccccccc
NC(=N)/N=C\C(=C\C(=C)C(=C)/C(=C\C=C\C(=O)NC(=C)/C=C(\C=C)/CF)/C)\C	Cc1ccc(cc1c1ccc2nc(N)ncc2c1)C(=O)Nc1cccc(c1)C(F)(F)F	Cc1ccc(cc1)cccccccccccccccccccccccccccccccccccc))c))c)
C(#CC)COC(=C)/C=C\CS(=O)N1C[C@@H](S)CC1	CC#CCOc1ccc(cc1)S(=O)(=O)N1CC[C@H](S)C1	CC#CCOc1ccc(cc1)S(=O)(=O)N1C[C@H](CSCC1)C(=O)c1CCC
C(N(C)C/C(=C\C(=C/C)\Nc1cc(ccn1)/C(=C/C(=C\C)/C#N)/C)/OC)COC	COc1ccc(cc1c1ccnc(Nc2ccc(N3CCOCC3)c(OC)c2)c1)C#N	COc1cc2ncc3c(Nccccccccccccccccccccccc#C#CNCCCNCCC
C(C)CCC1CN2CC/C=C/C(=C\C=C\[C@@H]2CC1)/O	CCCC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1N	CCCCC11C[C@@H](C)NCC=CC(CCCcCCCCCCCCCCCCCCCCCCCCCCCcccc
C1CSC(S1)CNC/N=C\N=C/1\NC(=C(c2ccccc2)C1)c1ccc(OC)cc1	CN(C)CCOc1ccc(cc1)c1[nH]c2ncnc(NCC3SCCS3)c2c1c1ccccc1	COc1cccccccnccccncccCCCCCCCCCCCCCCCCCCCCCCCCCCCCccccccccccccc
C(CF)(NCC=C)C/C=C/C=C/S(=O)(=O)NCC	FCC1Cc2ccc(cc2CN1)S(=O)(=O)N1CCSCC1	FCC1CH]c(ccccccccccc(c((=ccccccccc))))))c)ccc
c1(cc(NCCCOC)c(cc1)OC(C)(C=O)C)/C(=C\N)/C(=N\CN)/C	CCc1nc(N)nc(N)c1c1ccc2OC(C)(C)C(=O)N(CCCOC)c2c1	CC(=O)N1CCc(CcccccccccccccccccccccccCCCC)C)C))C)
N1(C(=N)/N=C(/N2CC2)\N=C\C(=C)N(C)C/C=C\C=C)CC1	C1CN1c1nc(nc(n1)c1cccn1c1ccccc1)N1CC1	CC(C)n1nc(Nc2cc(cccccccccccccccccccccccccc
[nH]1c(cc2c1cccc2)CN[C@H](CN(CCC=O)C)CC(=C)/C=C\C=C	OC(=O)C1CN(C1)C(=O)[C@H](Cc1ccccc1)NC(=O)c1cc2cc(Cl)ccc2[nH]1	CC(C)(C)C[C@@H](NC(=O)CCc1ccccc1)c1cccccccccccccccccccccccccc
C=C/C=C(\CO)/C[C@@H](C[C@H](O)CCO)O	OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c1cc(O)cc(Cl)c1O	CC(=O)N[C@@H]1[C@@H](O)C=C(O[C@H]1[C@H](O)[C@H](O)CO)C(=O)O
n1c(cc([nH]1)NCCc1ccc(cc1)O)C1CC1	FC(F)(F)Oc1ccc(CC(=O)Nc2cc(n[nH]2)C2CC2)cc1	OC(=O)c1cc2c(cccc2[nH]1)C(=O)NCc1ccc(Br)cc1
C(C(=O)O)C(c1c(C)cccc1)NC(=O)c1nn(c(c1)OC[C@H](O)C(C)(C)C)C(=C)C(=C)F	Cc1ccccc1[C@H](CC(=O)O)NC(=O)c1cc(OC[C@H](O)C(C)(C)C)n(n1)c1ccccc1F	OC(=O)[C@H](CO1(C@@HOC(cCcCcCC@C@CC(cccccccccccccccccccccccc))))cFF
[C@@H]1(N/C(=C/CNC(=O)/C=C/CF)/C(=C)CC1)C	CC[C@H]1C[C@@H](C)Nc2cc3[nH]c(=O)cc(c3cc12)C(F)(F)F	Fc1ccc2cc(c((cn2CcN)(cccccccccccccccccccccccFccc
c1cc(C(=O)N2CCC(N3CCCC3)CC2)cc(c1C(=O)N1CCC(CC1)N1CCCC1)N/C=C/C=C	O=C(N1CCC(CC1)N1CCCC1)c1ccc(C(=O)N2CCC(CC2)N2CCCC2)c(Nc2ccccc2)c1	CC(=O)C1CCN(CCCCCCCCcCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCccccccccCcCCcC
C1(=O)C=C(C(=O)N1c1ccc(C(=N)N)cc1)C=C	Cc1cccc2C(=O)N(C(=O)c12)c1ccc(cc1)C(=N)N	NC(=N)c1cccc(c1)C(=O)N[C@@H](C(=O)N1cc(cc1cccccc
C/C=C\C=C/CCN1C/C(=C\COC)/C(=C1C)CC(=O)O	COc1ccc2n(Cc3ccccc3)c(C)c(CC(=O)O)c2c1	COc1c(CC(=O)N)cccccccccccccccccccccccccc
N/C=C\C=C(\CCN/C=N/C(=C\N)/C(=O)c1c2c(n(c1)C(C)C)ncnc2)/C	CC(C)n1cc(C(=O)c2cncc(NCCc3cccnc3)n2)c2c(N)ncnc12	CC(C)n1cc(C(=O)c2cncc(Nc3ccccccccccccccccccnccccncccnc
C(=C)(/C(=C\C)/Cl)N(C)CCN(CC)CCNCCC(=O)NC(CC(C)C)CC(C)C	CC(C)CC(CC(C)C)NC(=O)[C@@H]1CNC[C@@H](C1)N1CC(=O)N(CC1(C)C)c1ccccc1Cl	CC(C)CCNC(=O)[C@@H]1CNC[C@@H](C1)N(CC(C)CCCCCCCCCCCCCCCCCCcCcccccccccc
c1(ccc(cc1)/C=C/c1ccc2c(c1)C(CCC2(C)C)C)C(=O)O	C/C(=C\c1ccc(cc1)C(=O)O)/c1ccc2c(c1)C(C)(C)CCC2(C)C	CC(C)Cc1nc(C)c(C(=O)O)c(c2ccc(C)cc2)c1CN
O1/C(=C/C)/CCC(=C1)c1ccc(O)cc1	Oc1ccc(cc1)c1coc2cc(O)cc(O)c2c1=O	Oc1ccc(cc1)c1cccccccccccccccccccc
O=C(C[C@@H](C)c1ccccc1)NC1O[C@@H]([C@H]([C@@H](C1)O)O)CO	CCc1ccc(cc1)[C@H](C)CC(=O)N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	Cc1ccc(cc1)C(=O)NC(=O)N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
C(C)OC(=O)C1[C@H](O1)C(=O)NC(CCC)C=O	CCOC(=O)[C@H]1O[C@@H]1C(=O)N[C@@H]([C@@H](C)CC)C(=O)O	CCOC(=O)[C@H]1O[C@@H]1C(=O)N[C@@H]([C@@H](C)CC)C(=O)O
C(=C\C=C\NC(=O)[C@](O)(C)CO/C=C/C=C/Cl)(\C(=C)CF)/C#N	C[C@](O)(COc1ccc(Cl)c(F)c1)C(=O)Nc1ccc(C#N)c(c1)C(F)(F)F	CC1(C)Oc2ccc(cc(c)(ccc(ccccccccccccccc)c))(()F))()))))))
N(N)(C)/C=C\CNC(=C)/C(=C\CS(=O)(=O)C)/N=C/NCCN(C)C	CN1CCN(CC1)C1=Nc2cc(ccc2Nc2nn(C)cc12)S(=O)(=O)C	CC(C)NCCNC(=O)c1cc(cccccccccccccc)))))))))C)CCCCCCCCCC
OPC(O)(P(=O)(O)O)CC(=C)/C=N\C	OC(Cc1cccnc1)(P(=O)(O)O)P(=O)(O)O	OC(Cc1cccnc1)(P(=O)(O)O)P(=O)(O)O
C(/C=C\C)COC(=O)/C=C/C=C(/O)\C(=C\CCCCCC)\Cl	Oc1cc(O)c2c(CC(=O)CCCCC/C=C\CCOC2=O)c1Cl	Oc1cc(O)c2c(CC(=O)CCCCC/C=C\CCOC2=O)c1Cl
FC(C/C=C\CO/C(=C/C=C/N(=O)O)/C=C/C(=O)O)F	OC(=O)c1cc(Oc2ccc(cc2Cl)C(F)(F)F)ccc1[N+](=O)[O-]	OC(=O)c1ccc(o1)c1ccccc1[N+](=O)[O-]c1c()c(F)c(F)c1F
CC/C=N\C(=C)CC/C(=N/C(=C)c1ccccc1)/N	C(Cc1cnc2ccccc2n1)c1nc(c[nH]1)c1ccccc1	Cc1cccccn1ccccccccccccccccccccccccccc
C(=C\COC/C(=C\C(=C)Cl)/Cl)\CC	Oc1cc(CCl)ccc1Oc1ccc(Cl)cc1Cl	Oc1cc(C=O)ccc1Oc1ccc(Cl)cc1Cl
N(C(=O)/C=C/n1c(C=C)ccc1)C/C=C/C=C/S(=O)(=O)c1cc(cc(c1)F)F	Fc1cc(F)cc(c1)S(=O)(=O)c1ccc(CNC(=O)c2ccc3cccn3c2)cc1	Fc1cc(F)cc(c1)S(=O)(=O)c1ccc(CNC(=O)c2ccc3cccc3c2)cc1
C(=C\C)\C=C/CC(C)c1c(=O)oc2c(c1O)cccc2	CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O	Oc1ccc(cc1)c1oc2cc(O)cc(O)c2c(=O)c1O
C(=C\CC/N=C(/C)\C=C\Oc1cc(OC)ccc1)\COC	COc1ccc(cc1)c1cc(Oc2cc(C)cc(OC)c2)cc(C)n1	COc1ccc(cc1Oc1ccccc1)C(=O)O
C=C/C=C(\C)/C(=C)/C=C\CS(=O)N	NS(=O)(=O)c1ccc(cc1)c1ccccc1	NS(=O)(=O)c1ccc(cc1)c1cccc(C=O)c1
c1(nc(nc(c1)C)C(=C)N)NCCc1ccccc1	Cc1nc(nc(NCCc2ccccc2)c1Cl)c1ccccn1	Cc1ccccccccccccccccccccccccccccccccc
C1CC(CC1)OC/C=C\C=C\c1[nH]c2c(c1)cccc2	NC(=[NH2+])c1ccc2[nH]c(cc2c1)c1cccc(OC2CCCC2)c1[O-]	OC(=O)c1nc2CCOc3ccccc3c2c1ccccccccc11
NC=NN=C(C(=C)/C=C\CNC(=O)N/C=C/C=C(\C)/C(=NN=C(N)N)C)C	CC(=NN=C(N)N)c1ccc(NC(=O)Nc2ccc(cc2)C(=NN=C(N)N)C)cc1	CC(=NN=C(N)N)c1ccc(NC(=O)Nc2ccc(cc2)C(=NN=C(N)N)C)cc1
OC(=O)[C@@H](NCN[C@H](C=O)CCCCNCc1ccc(cc1)I)CCSC	CSCC[C@H](NC(=O)N[C@@H](CCCCNC(=O)c1ccc(I)cc1)C(=O)O)C(=O)O	CC(SCC(@O(((NCCCCc(ccccc(c(c())()())())))))()))(O)OOOOOOOOO
C1COCCN1[C@@H](C)Cn1c(nc2c1ccc(c2)c1c(C)onc1)CCc1ccc(cc1)O	COc1ccc(CCc2nc3cc(ccc3n2C[C@H](C)N2CCOCC2)c2c(C)noc2C)cc1Cl	CCc1nc(cnn1nn(c1ccccccccccccccccccccccccCCCCCCCCCCCCCCCCCCCCCC1
C=C(/C(=C\C=C)/F)CN/N=C/Nc1sc(nn1)C(C)(c1sccn1)O	Cc1csc(n1)C(C)(O)c1nnc(Nc2ccn(Cc3c(F)cccc3F)n2)s1	CC(C)c1nc(COC(=O)N)n(Cc2ccccc2)c2nnc(SCC(=O)N)n2n1
C(=C)/N=C(\N=C)/OC1CCN(CC1)C(=O)NC/C(=C/C=C)/C=C	Clc1ccc(CNC(=O)N2CCC(CC2)Oc2ncccn2)c(Cl)c1	O=C(NCCN1CCOCC1)c1ccC(Cc2cc(ccccccccccccccccc
c1cc(ccc1OCC)/C(=C(\C(=C\C=C/C)\C)/CC)/c1ccccc1	CC/C(=C(\c1ccc(O)cc1)/c1ccc(OCCN(C)C)cc1)/c1ccccc1	CCOC(=O)c1c(C)cccccccccccccccccccccccccccccccccc
n1cccc(c1)NC(=O)C(=C)/C=C/N=C\NCC(CCNC(=O)c1ccccc1)C	O=C(Nc1cccnc1)c1ccc2n(CC3CCN(CC3)C(=O)c3ccccc3)cnc2c1	O=C(Nc1cccnc1)c1ccc2n(CC3CCN(CC3)C(=O)c3ccccc3)cnc2c1
C(=O)(N[C@@H](CCCCNCc1ccccc1)C(=O)O)N[C@H](C(=O)O)Cc1ccncc1	OC(=O)[C@H](CCCCNC(=O)c1ccc(I)cc1)NC(=O)N[C@@H](Cc1ccncc1)C(=O)O	OC(=O)C[C@H](NC(=O)N[C@cccccCCCCCCCCCCccccccccccccccccccccccccccc
c1cc(ccc1CC)OCC(=O)NCC[C@H]([C@@H]([C@H](O)CO)O)O	OC[C@H]1O[C@@H](NC(=O)COc2ccc(cc2)c2ccccc2)[C@H](O)[C@@H](O)[C@@H]1O	CCCCcc1cc2[C@@HC(CCCNC(CO)[[C@@[[[@@C@@@@@@@@@@H@@H@H@O@HOOOO
c1(COCCCOc2ccc(cc2)N(C(=O)C)C(CN)COC2=CC(N(C)C)CC=C2)ccccc1OC	COc1ccccc1COCCCOc1ccc(cc1)N1C(COC2=CC3N(CCCO)C=CC=C3C=C2)CNCC1=O	COc1CcccccCCCCCOCcccccccCCCCCCCCCCCCCCCCCCCCCCccccCccCcCcCcCCCCCCCCCCC
c1(F)cc(/N=C(/N2CCN(C)CC2)\c2c(N)nn(c2)CC)ccc1	CN1CCN(CC1)C1=Nc2cc(F)ccc2Nc2nn(cc12)c1ccccc1	CC(C)N1CCC(CC1)c1cc(NC(=O)c2cnn3cccnc23)n(n1)c1ccc(cc1F)C1CC1
c1ccc(cc1C=O)/C=C/c1nc(nc(c1C=C)N)N	CCOc1ccc(C=O)cc1c1cc2nc(N)nc(N)c2cc1C	COc1cc(ccc1C(cccccccccccccccccccccccccc
N=C/N=C(/N)\NC/C=N/C(=C)CN/C(=C/C=C/C(=O)O)/C	Nc1nc2ncc(CNc3ccc(cc3)C(=O)O)nc2c(=O)[nH]1	Nc1nc2ncc(CNc3ccc(cc3)C(=O)O)nc2c(=O)[nH]1
C(=C\C=C\C(=O)NCC1(NC(=O)NC1=O)c1nccn1C)/C(=C)Cl	Cn1ccnc1[C@]1(CNC(=O)c2cc3cc(Cl)ccc3o2)NC(=O)NC1=O	Cn1c2nc(N)c(CN)C(=O)c3cCN(CC)CCCCCcCccccccccccccccccccccccccccc
N1(CCCC1)CCNC(C)CCCCCC(O)(C)C	OC12CC3CC(C1)CC(C3)(C2)NCC(=O)N1CCCC1C#N	O[C@]12C[C@H]3C[C@H](C1)C[C@@](C3)(C2)NCC(=O)N1CCC[C@H]1C#N
C(CC)CCCCC(=C)/C=C\COc1ccccc1	CCCCCCCCc1ccc(Oc2ccccc2)c(O)c1	CCCCCCc1ccc(Oc2ccccc2)c(O)c1
O=COC1(C/C(=C/S/C=C/C=C)/O)CCC(=C)/C/1=C\C	OC1=C(Sc2ccccc2Cl)C(=O)OC2(CCc3ccccc23)C1	OC(=O)c1cccc2c3ccccc3c12Cc1ccc(cc1)C(=O)N
CN(CC)CCNCCCOC(=C)CN/C(=N/CC)/c1ncn(c1N)C(C)CCC	CN1CCN(CCCOc2ccccc2Nc2nc(nc3n(cnc23)C2CCCC2)C#N)CC1	N#Cc1ccnc(Nc2cc(C3CCN(CC3)C3COC3)n(n2)C2CCCC2)c1
c1cccc(COCC(C#N)NC(=O)[C@H](CC(C)C)NC(=O)N(CC)C)c1	CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)N[C@@H](COCc1ccccc1)C#N	O=C(CCCc1cccCc1)N1CCC[C@H]1C(=O)N1CCC[C@H]1C#N
C(/C=C/CNCCNC1CCC2CCCC1C2)CC=C	CC(=CCC/C(=C/CNCCNC1C2CC3CC(C2)CC1C3)/C)C	O=C(c1ccccc1))CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC
CC(C)C(=C)/C=C\CCN/C=C/NC/C=C\C(=C)n1ccnc1	CC(C)(C)c1ccc(cc1)C(=O)Nc1cn2cc(ccc2n1)n1ccnc1	CC(C)(C)c1ccc(cc1)C(=O)c1ccccccccccccccccccccc
CCOc1c(cccc1)c1onc(n1)/C=C/C=N	CCOc1ccccc1c1nc(no1)c1ccncc1	COc1ccccc1cOc1c1cccno11cccccccccccc
C(CCNCCCCN(C)S(=O)(=O)/C(=C\C)/C(=C\C(=C)C)/C)C	Cc1cc(C)c(c(C)c1)S(=O)(=O)N1CCC(CC1)C(=O)NC1CCCCCC1	Cc1cccc(c1)S(=O)(=O)N(CCCNCCCCCC(CCCCC)()))()))))))))cc
N=C/N=C\C=C\NC([C@H](O)[C@H](O)CCO)O	Nc1ncnc2n(cc(C#C)c12)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O	Nc1ncnc2n(cnc12)[C@@H]1C[C@H](O)[C@@H](O)[C@H]1O
N(c1nc(C)c(C)s1)C/C=C\C(=C/C)\C	CC(=O)c1sc(Nc2ccc3ccccc3c2)nc1C	Cc1cccc(c1)c1cccccccccccccccccccccc
C(=C\CNc1ccccc1)/c1cncnc1N	Nc1nc(N)c2cc(CNc3cc(Cl)ccc3Cl)cnc2n1	Cc1nc2ccccc2n1Cc1ccc2n(C)c(cccccc
c1cc(ccc1)CN(CN)/C(=C(\C=O)/N(C)Cc1ccccc1)/N	CN(C(=O)c1ccccc1)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O	Nc1ncc(C(=O)NC2CN(c2ccccc2cccccccccccccccccccccccccccccccc
C/C=N\C=C\C=C/C=C/S(=O)(=O)N(CCC)[C@H](CN)C	C[C@H]1CNCCCN1S(=O)(=O)c1cccc2cncc(C)c12	CC[C@@H]1CCC111c1cc1Nccc(1)c1cc([N)(C)C[1H]CCCc1cccccccc
O=C(N)c1ccc(nc1)NCc1ccccc1NCCN	CN1CCN(CC1)c1ccccc1CNc1ccc(cn1)C(=O)N	NCC(=O)Nc1ccc(cc1CccNCCcccccccccccccccc
C=C/C=C\CS(=O)/C=C/C=C(\C)/CNC(=O)/C(=C/N(CC)/C=C\C)/C	Fc1cc(F)cc(c1)S(=O)(=O)c1ccc(CNC(=O)c2ccc3cccn3c2)cc1	Fc1ccc(cc1)S(=O)(=O)N(CC(=O)NO)Cc1ccccc1ccccccccccccccccccc
O=C(NCC=N)NC1O[C@@H](C[C@H]1O)COP(=O)(O)O	O[C@@H]1[C@@H](COP(=O)(O)O)O[C@H]([C@@H]1O)n1ncc(=O)[nH]c1=O	O[C@HH]1[C@@H](O)[C@@H](O[C@@H]1COP(=O)(O)O)n1ccc(=O)[nH]c1=O
N1(C)[C@@H]([C@@H](CC)C[C@@H](CS)C1)CC(=C)CC(=C)N	CCCN1C[C@H](CSC)C[C@H]2[C@H]1Cc1c[nH]c3cccc2c13	CCCN1C[C@H](CSC)C[C@H]2[C@H]1Cc1c[nH]c3cccc2c13
C(=C(\c1sc(nc1)C)/N=C(\N)/N/C=C/C=C\C=C)/C	Cc1nc(C)c(s1)c1ccnc(Nc2ccc(cc2)C(F)(F)F)n1	Cc1nc(Nc2ncc(s2)n(c2ccccc2)c2ccccc2)c2ccccc
C(=C\CC)\C(=C/C)\C(=O)OC1C[C@@H](CO)O[C@H]([C@H]1OC(=O)C)O	CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](OC(=O)c2ccc(C)cc2)[C@@H]1OC(=O)C	CC(=O)c[c(@H]1OCO@HHC@@@[@@@@@@@@@@@@@@@@@@@@@@OO@@OOOOOOOOOOOOOOO
S/C(=C\C(=C\C(=O)NC1CCCNC1)\N)/c1cccc(c1)F	NC(=O)Nc1cc(sc1C(=O)N[C@H]1CCCNC1)c1cccc(F)c1	CS(=O)(=O)c1cccc(c1)C(=O)NC[C@@H]1CCCN1C(=O)c1ccccc1F
c1(ccc(cc1)N(CCN[C@H](C(=O)O)C/C(=C/C)/C=C)CC[C@@H](C)C(=O)O)Br	OC(=O)[C@H](Cc1ccccc1)NC(=O)Cn1c2C[C@@H](CCc2c2cc(Br)ccc12)C(=O)O	OC(=O)[C@@H](Cc1ccccc1)NC(=O)Cn1c2C[C@@H](CCc2c2cc(Br)ccc12)C(=O)O
[C@@H]1(C(=O)NO)N=C(OC1)c1ccc(OC)c(c1)CCC	CCCc1cc(cc(OC)c1OC)C1=N[C@H](CO1)C(=O)NO	CCCc1cc(cc(OC)c1OC)C1=N[C@H](CO1)C(=O)NO
OCC1O[C@@H](O)[C@H]([C@H]([C@H]1O)OC(=O)/C=C/C=C)OC=O	CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](OC(=O)c2ccc(C)cc2)[C@@H]1OC(=O)C	OC(=O)C1O@@H](H1@@](CCH](O)CO)[CO@H@H@O)@))@O@OO)))OOOOOOOOOOOOOOOOOOO
c1cnc(nc1)CN1C[C@H](CC1)c1[nH]c(=O)c2c(n1)n(nc2)CCC	C[C@@H]1CN(Cc2ncccn2)C[C@H]1c1nc2n(ncc2c(=O)[nH]1)C1CCOCC1	CC(ccnncnccccccCCCCCCCCCCCCCCCcccccccccccccccccccnncccccnc
c1cc(ccc1/C(=C\1/CC=CC=C1)/C)C(=O)NCCN1CCOCC1	NCc1ccc2ccccc2c1c1ccc(cc1)C(=O)NCCN1CCOCC1	OCc1ccccccccccccccccccccccccccCCCCCCCCCCccc
C(=C\C)/C(=C\C=C\C1=NN(C[C@@H]1OC)CC)/C#N	CO[C@H]1[C@@H]2[C@@H](O)CCN2N=C1c1ccc(C#N)c(Cl)c1C	COC1ccc(cC1)c1nccc(ccccccccccccccccccc
OC([C@H]([C@@H]([C@H](O)CO)O)O)COP(=O)(O)O	O[C@H](COP(=O)(O)O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O	O[C@H](COP(=O)(O)O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O
S(CCCC)CCCCNCC1=CN/C(=C\N)/C1	CCCCSC[C@H]1CN(Cc2c[nH]c3c(N)ncnc23)C[C@@H]1O	NCC1CN(CCCC)c2cc(c[cHC(cCCCCCCCCCCCCCCCCCCCcccccc
O=CN/C=N\c1cncn1C1O[C@@H](CC1)COP(=O)(O)O	Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O	Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
CC/N=C(/c1c2c(cncc2)[nH]n1)\C=C\NCCO	OCCNc1cc(nc(c1)C(F)(F)F)c1n[nH]c2cnccc12	OCCNc1cc(nc(c1)C(F)(F)F)c1n[nH]c2cnccc12
C(=C\COC)\C(=C)c1ccc(cc1)S(=O)NC(C(=O)O)CC#C	COCC#CCC(NS(=O)(=O)c1ccc(cc1)c1ccc(OC)cc1)C(=O)O	OC(=O)COc1cc(F)ccc1C(=O)NCc1((CCCCCCCCC(O)CO))))))OO)O
C(NC(CNC(=O)c1ccccc1)(CC)CC)C1=CC=CCC1	Cc1cccc(c1)C(=O)NCC1(CCCC1)NC(=O)c1cccc2nocc12	O=C(N[C@H]1C[C@@H]1c1ccccc1)N1CCC2(CC1)CC(=O)c1ccccc1
FC(F)(F)C/C=C/N/C=N/N(CC1CCNCC1)CC	CC(C)n1nc(Nc2cc(ccn2)C(F)(F)F)cc1C1CCNCC1	FC(F)(F)c1cccc(c1)c1cc(CCN2CCCCC2)nc(n1)C#N
c1(cc(ccc1OC)/C=C/CNc1ccccc1)OC	COc1ccc(/C=C/C(=O)Nc2ccccc2C(=O)O)cc1OC	COc1ccccc1c1ccc(NC(=O)c2ccccccccccccccc
ONC(=O)C1c2cc(O)ccc2CCN1S(=O)(=O)/C(=C/C=C/OC)/C	COc1ccc(cc1)S(=O)(=O)N1CCc2cc(O)c(OC)cc2C1C(=O)NO	COc1ccc(cc1)S(=O)(=O)N(CC(=O)NO)CcOOO))()))())))OOO)OO))O
C(=O)(NO)CNS(=O)(=O)C/C=C\C(=C/C)\O	COc1ccc(cc1)S(=O)(=O)N(CC(C)C)CC(=O)NO	CO(C)c1CC1=NO((((((((OcOOOccccccOcO)c))Oc
Cc1ccc(cc1)NCC1=N/C(=C/CCn2/c(=C/C=C)/c(=C)nc2)/CN1C	Cc1nc2ccccc2n1Cc1ccc2n(C)c(CNc3ccc(cc3)C(=N)N)nc2c1	CN1CCcccccccccccccccccccccccccccccccccccccccccccccccc
c1(C#N)c(sc(c1C)C)NCC/C(=C\C=C\S(=O)N(C)CC)/Cl	CCN(CC)S(=O)(=O)c1ccc(Cl)c(c1)C(=O)Nc1sc2CCCc2c1C#N	CCN(CC)S(=O)(=O)c1ccc(Cl)c(c1)C(=O)N[C@@H](CC#C)C(=O)O
C(OC/C=C\CC/C=C\C=C/C)C(=O)NC1O[C@@H]([C@@H](O)[C@H](O)C1)CO	OC[C@H]1O[C@@H](NC(=O)COc2ccc(cc2)c2ccccc2)[C@H](O)[C@@H](O)[C@@H]1O	OC[C@H]1Oc2cc(Cc)c(cCccccccccCCOC@@@@@@@@@@(@@@C(O)CC(OO)OHOCCOOOOOO
O(C)c1ccc(cc1)S(=O)N1CCN(CC1CN)C(=O)OC/C=C/C=C	COc1ccc(cc1)S(=O)(=O)N1CCN(CC1C(=O)NO)C(=O)OCc1ccccc1	COc1ccc(cc1)S(=O)(=O)N1CCN(CC1C(=O)NO)C(=O)OCc1ccccc1
C(=C\C)\C(=C)C[C@H](NC(=O)CCCNC(=O)/C=C/C=C)CO	OC[C@H](Cc1ccccc1)NC(=O)CCc1nc2ccccc2c(=O)[nH]1	OC(=O)[C@H](Cc1ccccc1)NC(=O)CCc1nc2ccccc2c(=O)[nH]1
c1(c(c(O)ccc1)C)OC/C=C/C(=C/C=C)/C=C/C(=C/CC(=O)O)/O	COC(=O)c1c(O)cccc1OC/C=C/c1ccc(F)c(c1)c1cc(no1)C(=O)O	OC(=O)c1cc((ccccccccccccccccccccccccccccccccO
c1cc(ccc1SN)C(C)NCCC/C(=N/c1ccccc1)/NC=O	CC(NC(=O)CCc1nc2ccccc2c(=O)[nH]1)c1ccc(cc1)S(=O)(=O)N	NC(=O)NS(=O)(=O)c1ccc(NC2CCN(CC2)C(ccccccccccccccccccccc
C(=N)(N)NCC(=N)/C=N\C(=C)CNCCNC(=O)NC(=C)C	Nc1nc2nc(cnc2c(=O)[nH]1)C(=O)NCCNC(=O)Nc1ccccc1	Nc1nc2nc(cnc2c(=O)[nH]1)C(=O)NCCNC(=O)Nc1ccccc1
FC(=C)/C=C(/S(=O)C/C=C\CCNC(=O)/C(=C/c1nccn1C)/C)\C	Fc1cc(F)cc(c1)S(=O)(=O)c1ccc(CNC(=O)c2ccn3ccnc3c2)cc1	Fc1cc(F)cc(c1)S(=O)(=O)c1ccc(CNC(=O)c2ccc3nccn3c2)cc1
O=C(c1c2c(cccc2)c(NCCO)cc1)NC(=C)/C=C/Br	OCCNc1ccc2C(=O)N(C(=O)c3cccc1c23)c1cccc(Br)c1	OCCNc1ccc2C(=O)N(C(=O)c3cccc1c23)c1cccc(Br)c1
